,winner,idMatch,pick1,winratepick1,mmrplayer1,pick2,winratepick2,mmrplayer2,pick3,winratepick3,mmrplayer3,pick4,winratepick4,mmrplayer4,pick5,winratepick5,mmrplayer5,pick6,winratepick6,mmrplayer6,pick7,winratepick7,mmrplayer7,pick8,winratepick8,mmrplayer8,pick9,winratepick9,mmrplayer9,pick10,winratepick10,mmrplayer10
409,Radiant,7102295311,85,0.5333,80,6,0.479,80,9,0.5032,80,71,0.5155,80,11,0.47,80,47,0.4961,80,58,0.4366,80,31,0.5104,80,41,0.4934,80,22,0.4587,80
410,Dire,7102288142,65,0.5134,80,53,0.3884,80,87,0.4985,80,86,0.4871,80,54,0.4602,80,39,0.5105,80,64,0.508,80,51,0.476,80,137,0.478,80,102,0.5033,80
411,Radiant,7102286728,53,0.3884,80,85,0.5333,80,88,0.5006,80,74,0.4702,80,89,0.5447,80,86,0.4871,80,69,0.4668,80,17,0.4825,80,75,0.5201,80,77,0.4987,80
412,Radiant,7102283476,86,0.4871,70,64,0.508,70,46,0.4813,70,28,0.4639,70,39,0.5105,70,100,0.4532,70,90,0.4996,70,111,0.5348,70,76,0.492,70,18,0.5174,70
413,Dire,7102282576,38,0.4791,70,72,0.465,70,95,0.4754,70,100,0.4532,70,17,0.4825,70,86,0.4871,70,88,0.5006,70,71,0.5155,70,106,0.4986,70,11,0.47,70
414,Radiant,7102278093,38,0.4791,80,86,0.4871,80,74,0.4702,80,75,0.5201,80,136,0.4949,80,64,0.508,80,114,0.488,70,17,0.4825,80,44,0.4469,80,71,0.5155,80
415,Dire,7102278085,86,0.4871,80,33,0.4916,80,49,0.4291,80,9,0.5032,80,76,0.492,80,91,0.4988,80,52,0.4611,80,71,0.5155,70,55,0.5498,70,99,0.4467,80
416,Dire,7102273824,87,0.4985,70,38,0.4791,80,106,0.4986,80,9,0.5032,80,48,0.455,80,86,0.4871,70,69,0.4668,70,111,0.5348,80,52,0.4611,80,60,0.4776,80
417,Radiant,7102245315,96,0.477,70,123,0.4535,70,31,0.5104,70,1,0.4769,70,11,0.47,70,85,0.5333,80,54,0.4602,70,72,0.465,70,135,0.5041,70,32,0.5282,70
418,Dire,7102236884,90,0.4996,70,51,0.476,70,31,0.5104,70,93,0.5257,70,100,0.4532,70,75,0.5201,70,27,0.4896,70,129,0.4292,70,41,0.4934,70,11,0.47,70
419,Dire,7102233834,38,0.4791,70,37,0.5008,70,8,0.4656,70,33,0.4916,70,25,0.4054,70,69,0.4668,70,62,0.5393,70,31,0.5104,70,46,0.4813,70,121,0.4826,70
420,Dire,7102224348,11,0.47,80,100,0.4532,80,51,0.476,80,43,0.5069,80,39,0.5105,80,69,0.4668,80,85,0.5333,80,58,0.4366,80,44,0.4469,80,119,0.4978,80
421,Radiant,7102223107,87,0.4985,80,98,0.4815,70,114,0.488,80,11,0.47,80,32,0.5282,80,61,0.4745,80,123,0.4535,80,64,0.508,80,1,0.4769,80,120,0.5021,80
422,Radiant,7102223071,38,0.4791,80,9,0.5032,80,87,0.4985,80,46,0.4813,80,114,0.488,80,58,0.4366,80,120,0.5021,80,96,0.477,70,79,0.4948,70,6,0.479,80
423,Radiant,7102222768,49,0.4291,80,58,0.4366,80,105,0.5084,80,65,0.5134,80,34,0.5423,80,86,0.4871,80,85,0.5333,80,19,0.4524,80,11,0.47,80,36,0.4872,80
424,Radiant,7102221587,65,0.5134,80,53,0.3884,80,75,0.5201,80,100,0.4532,80,80,0.4943,80,39,0.5105,80,136,0.4949,80,87,0.4985,80,137,0.478,80,12,0.5014,80
425,Radiant,7102200459,49,0.4291,80,9,0.5032,70,128,0.4633,80,33,0.4916,80,22,0.4587,70,87,0.4985,70,43,0.5069,80,109,0.4731,80,102,0.5033,80,32,0.5282,80
426,Dire,7102196897,31,0.5104,70,6,0.479,70,71,0.5155,70,121,0.4826,70,19,0.4524,70,135,0.5041,70,52,0.4611,70,90,0.4996,70,100,0.4532,70,114,0.488,70
427,Dire,7102192368,87,0.4985,70,30,0.4677,70,1,0.4769,70,51,0.476,70,120,0.5021,70,86,0.4871,70,90,0.4996,70,16,0.4788,70,106,0.4986,70,80,0.4943,70
428,Dire,7102183302,123,0.4535,80,85,0.5333,70,71,0.5155,70,63,0.4855,70,25,0.4054,70,86,0.4871,80,43,0.5069,70,98,0.4815,70,100,0.4532,70,120,0.5021,70
429,Dire,7102171141,47,0.4961,80,76,0.492,80,83,0.5051,80,71,0.5155,80,135,0.5041,80,9,0.5032,80,100,0.4532,80,21,0.5318,80,1,0.4769,80,120,0.5021,80
430,Radiant,7102153255,87,0.4985,70,123,0.4535,70,4,0.5148,70,8,0.4656,70,106,0.4986,70,100,0.4532,70,53,0.3884,70,64,0.508,70,81,0.4813,70,19,0.4524,70
431,Radiant,7102146451,21,0.5318,70,107,0.4963,70,36,0.4872,70,100,0.4532,70,35,0.4447,70,86,0.4871,70,43,0.5069,70,97,0.4886,70,74,0.4702,70,92,0.4987,70
432,Radiant,7102128718,101,0.5195,70,49,0.4291,80,64,0.508,70,114,0.488,70,129,0.4292,70,87,0.4985,70,6,0.479,70,102,0.5033,80,100,0.4532,70,25,0.4054,70
433,Radiant,7102128540,98,0.4815,70,9,0.5032,80,71,0.5155,80,32,0.5282,80,11,0.47,80,86,0.4871,70,1,0.4769,80,111,0.5348,80,52,0.4611,80,108,0.5067,70
434,Radiant,7102116033,87,0.4985,70,19,0.4524,70,123,0.4535,70,10,0.4552,70,43,0.5069,70,119,0.4978,70,121,0.4826,70,96,0.477,70,42,0.4442,70,46,0.4813,70
435,Radiant,7102115492,87,0.4985,80,114,0.488,80,31,0.5104,80,98,0.4815,80,52,0.4611,80,96,0.477,80,86,0.4871,80,85,0.5333,70,95,0.4754,80,90,0.4996,80
436,Dire,7102104679,75,0.5201,70,63,0.4855,70,71,0.5155,70,22,0.4587,70,114,0.488,70,62,0.5393,70,61,0.4745,70,103,0.5634,70,10,0.4552,70,23,0.5076,70
437,Radiant,7102094591,100,0.4532,80,123,0.4535,70,96,0.477,70,46,0.4813,70,63,0.4855,70,86,0.4871,70,120,0.5021,70,1,0.4769,80,37,0.5008,70,29,0.4706,70
438,Radiant,7102084578,119,0.4978,70,63,0.4855,70,100,0.4532,70,9,0.5032,70,39,0.5105,70,101,0.5195,70,96,0.477,70,111,0.5348,70,95,0.4754,70,106,0.4986,70
439,Radiant,7102074883,87,0.4985,80,10,0.4552,80,51,0.476,80,137,0.478,80,36,0.4872,80,85,0.5333,80,114,0.488,80,29,0.4706,70,123,0.4535,80,49,0.4291,80
440,Dire,7102065461,100,0.4532,70,63,0.4855,70,69,0.4668,70,110,0.4769,70,67,0.4781,70,83,0.5051,70,114,0.488,70,71,0.5155,70,6,0.479,70,128,0.4633,70
441,Radiant,7102054320,9,0.5032,70,20,0.4463,70,51,0.476,70,128,0.4633,70,84,0.4835,70,100,0.4532,70,103,0.5634,70,30,0.4677,70,42,0.4442,70,22,0.4587,70
442,Dire,7102038614,104,0.5435,80,101,0.5195,80,64,0.508,80,109,0.4731,80,47,0.4961,70,85,0.5333,80,114,0.488,80,9,0.5032,80,71,0.5155,80,22,0.4587,80
443,Radiant,7102027790,5,0.5139,70,106,0.4986,70,18,0.5174,70,55,0.5498,70,65,0.5134,70,86,0.4871,70,87,0.4985,70,49,0.4291,70,70,0.4654,70,11,0.47,70
444,Dire,7102022156,87,0.4985,70,128,0.4633,70,69,0.4668,70,10,0.4552,70,45,0.5187,70,100,0.4532,70,84,0.4835,70,72,0.465,70,76,0.492,70,46,0.4813,70
445,Dire,7102009370,85,0.5333,70,11,0.47,70,69,0.4668,70,64,0.508,80,77,0.4987,70,100,0.4532,80,128,0.4633,80,87,0.4985,70,6,0.479,80,129,0.4292,80
446,Dire,7102004765,49,0.4291,80,6,0.479,80,84,0.4835,80,128,0.4633,80,129,0.4292,70,69,0.4668,80,9,0.5032,80,64,0.508,80,77,0.4987,80,32,0.5282,80
447,Dire,7101996187,64,0.508,70,69,0.4668,70,14,0.4912,70,49,0.4291,70,52,0.4611,70,5,0.5139,70,32,0.5282,70,119,0.4978,70,63,0.4855,70,7,0.4996,70
448,Radiant,7101992529,87,0.4985,70,9,0.5032,70,54,0.4602,70,97,0.4886,70,74,0.4702,70,21,0.5318,70,7,0.4996,70,31,0.5104,70,41,0.4934,70,22,0.4587,70
449,Dire,7101213460,86,0.4871,80,114,0.488,70,5,0.5139,70,32,0.5282,70,22,0.4587,70,87,0.4985,70,43,0.5069,70,6,0.479,80,85,0.5333,70,65,0.5134,73
450,Radiant,7101170911,33,0.4916,80,51,0.476,70,64,0.508,80,89,0.5447,80,120,0.5021,70,85,0.5333,80,6,0.479,80,9,0.5032,80,69,0.4668,80,13,0.483,80
451,Dire,7101159124,100,0.4532,80,52,0.4611,80,75,0.5201,80,106,0.4986,80,102,0.5033,70,128,0.4633,80,38,0.4791,80,89,0.5447,80,9,0.5032,70,114,0.488,80
452,Dire,7101146267,43,0.5069,70,87,0.4985,80,58,0.4366,70,10,0.4552,70,106,0.4986,80,85,0.5333,80,6,0.479,80,30,0.4677,80,7,0.4996,80,74,0.4702,80
453,Radiant,7101136299,69,0.4668,80,6,0.479,80,87,0.4985,80,79,0.4948,80,13,0.483,80,51,0.476,80,43,0.5069,80,110,0.4769,80,67,0.4781,80,49,0.4291,80
454,Dire,7101131954,38,0.4791,80,105,0.5084,80,74,0.4702,80,114,0.488,80,18,0.5174,80,91,0.4988,70,17,0.4825,80,1,0.4769,70,58,0.4366,80,129,0.4292,70
455,Dire,7101112256,47,0.4961,80,106,0.4986,80,9,0.5032,80,51,0.476,80,97,0.4886,80,85,0.5333,80,21,0.5318,80,58,0.4366,80,43,0.5069,80,1,0.4769,80
456,Dire,7101096249,5,0.5139,70,102,0.5033,70,128,0.4633,70,23,0.5076,70,50,0.448,70,71,0.5155,70,105,0.5084,61,121,0.4826,80,14,0.4912,70,11,0.47,70
457,Radiant,7101078951,33,0.4916,70,83,0.5051,80,86,0.4871,80,102,0.5033,80,120,0.5021,80,53,0.3884,80,51,0.476,80,49,0.4291,80,75,0.5201,80,52,0.4611,80
458,Dire,7096684364,87,0.4985,70,85,0.5333,70,110,0.4769,80,41,0.4934,70,123,0.4535,80,101,0.5195,70,96,0.477,70,86,0.4871,80,73,0.5131,80,19,0.4524,70
459,Dire,7096675042,49,0.4291,70,110,0.4769,70,84,0.4835,70,70,0.4654,70,120,0.5021,70,86,0.4871,70,97,0.4886,70,64,0.508,70,6,0.479,70,106,0.4986,70
460,Radiant,7096657887,49,0.4291,80,86,0.4871,80,85,0.5333,80,10,0.4552,80,98,0.4815,80,87,0.4985,80,120,0.5021,70,33,0.4916,80,51,0.476,80,102,0.5033,70
461,Radiant,7096652585,69,0.4668,80,86,0.4871,80,64,0.508,80,4,0.5148,80,59,0.5025,80,58,0.4366,80,43,0.5069,80,93,0.5257,80,45,0.5187,80,106,0.4986,80
462,Radiant,7096622209,96,0.477,70,93,0.5257,80,9,0.5032,80,58,0.4366,70,11,0.47,70,85,0.5333,80,19,0.4524,70,104,0.5435,80,101,0.5195,70,4,0.5148,70
463,Dire,7096590886,85,0.5333,70,128,0.4633,70,11,0.47,70,6,0.479,70,97,0.4886,70,119,0.4978,70,87,0.4985,70,43,0.5069,70,17,0.4825,70,35,0.4447,70
464,Dire,7096544962,58,0.4366,80,1,0.4769,80,17,0.4825,80,128,0.4633,80,33,0.4916,80,61,0.4745,80,105,0.5084,80,28,0.4639,80,64,0.508,80,93,0.5257,80
465,Radiant,7096537903,128,0.4633,80,19,0.4524,80,43,0.5069,80,35,0.4447,80,51,0.476,80,85,0.5333,70,106,0.4986,80,6,0.479,70,9,0.5032,80,137,0.478,80
466,Radiant,7096535640,91,0.4988,80,30,0.4677,70,43,0.5069,70,114,0.488,70,104,0.5435,80,101,0.5195,70,96,0.477,80,87,0.4985,70,1,0.4769,80,76,0.492,70
467,Radiant,7096463953,69,0.4668,80,5,0.5139,80,91,0.4988,80,52,0.4611,80,4,0.5148,80,64,0.508,80,13,0.483,80,93,0.5257,80,2,0.5044,80,9,0.5032,80
468,Dire,7096418437,86,0.4871,70,93,0.5257,70,31,0.5104,70,25,0.4054,80,61,0.4745,73,92,0.4987,70,75,0.5201,70,128,0.4633,70,120,0.5021,80,104,0.5435,70
469,Dire,7096398453,128,0.4633,80,7,0.4996,80,64,0.508,80,19,0.4524,80,109,0.4731,70,61,0.4745,80,45,0.5187,80,9,0.5032,80,106,0.4986,80,102,0.5033,80
470,Radiant,7096371015,47,0.4961,80,106,0.4986,80,84,0.4835,80,79,0.4948,80,93,0.5257,80,64,0.508,80,136,0.4949,80,119,0.4978,80,17,0.4825,80,77,0.4987,80
471,Dire,7096335343,85,0.5333,80,19,0.4524,80,96,0.477,80,9,0.5032,70,6,0.479,80,61,0.4745,80,123,0.4535,80,93,0.5257,80,31,0.5104,80,106,0.4986,80
472,Radiant,7096315021,85,0.5333,70,75,0.5201,70,31,0.5104,70,81,0.4813,80,97,0.4886,70,86,0.4871,70,53,0.3884,73,87,0.4985,70,93,0.5257,70,74,0.4702,80
473,Dire,7096257557,106,0.4986,80,70,0.4654,80,104,0.5435,80,101,0.5195,80,87,0.4985,80,49,0.4291,80,69,0.4668,80,5,0.5139,80,114,0.488,80,79,0.4948,80
474,Radiant,7096243216,86,0.4871,80,96,0.477,80,85,0.5333,80,120,0.5021,80,35,0.4447,80,87,0.4985,80,43,0.5069,80,53,0.3884,80,51,0.476,70,33,0.4916,80
475,Radiant,7096216994,53,0.3884,80,103,0.5634,80,100,0.4532,80,106,0.4986,80,114,0.488,80,87,0.4985,80,17,0.4825,80,64,0.508,80,69,0.4668,80,102,0.5033,70
476,Radiant,7096191694,43,0.5069,70,100,0.4532,70,30,0.4677,70,13,0.483,70,136,0.4949,70,87,0.4985,70,109,0.4731,80,123,0.4535,70,77,0.4987,70,126,0.4822,70
477,Radiant,7096184232,86,0.4871,70,135,0.5041,70,11,0.47,80,83,0.5051,70,74,0.4702,73,92,0.4987,70,69,0.4668,70,128,0.4633,70,18,0.5174,80,50,0.448,70
478,Dire,7096163516,137,0.478,80,53,0.3884,80,110,0.4769,80,72,0.465,80,17,0.4825,70,87,0.4985,80,100,0.4532,80,114,0.488,80,33,0.4916,80,39,0.5105,80
479,Radiant,7096161547,2,0.5044,80,64,0.508,80,70,0.4654,80,43,0.5069,80,119,0.4978,80,69,0.4668,80,106,0.4986,80,85,0.5333,80,10,0.4552,80,123,0.4535,80
480,Dire,7096093170,86,0.4871,70,128,0.4633,70,96,0.477,70,73,0.5131,80,75,0.5201,70,87,0.4985,70,120,0.5021,70,114,0.488,70,123,0.4535,70,106,0.4986,70
481,Dire,7096088700,64,0.508,80,61,0.4745,80,49,0.4291,80,9,0.5032,80,67,0.4781,80,69,0.4668,80,86,0.4871,80,5,0.5139,80,11,0.47,80,14,0.4912,80
482,Radiant,7096082868,58,0.4366,80,38,0.4791,80,10,0.4552,80,87,0.4985,80,120,0.5021,80,51,0.476,80,43,0.5069,80,72,0.465,80,1,0.4769,80,90,0.4996,70
483,Dire,7096055748,87,0.4985,70,19,0.4524,70,97,0.4886,70,44,0.4469,70,43,0.5069,70,17,0.4825,70,5,0.5139,70,90,0.4996,70,11,0.47,70,71,0.5155,70
484,Radiant,7096048302,100,0.4532,70,17,0.4825,70,72,0.465,70,10,0.4552,70,39,0.5105,70,86,0.4871,70,22,0.4587,70,136,0.4949,70,97,0.4886,70,70,0.4654,70
485,Radiant,7096036248,87,0.4985,80,49,0.4291,80,9,0.5032,80,93,0.5257,80,120,0.5021,80,86,0.4871,80,38,0.4791,80,64,0.508,80,43,0.5069,80,70,0.4654,80
486,Dire,7096031997,102,0.5033,70,86,0.4871,70,123,0.4535,70,32,0.5282,70,44,0.4469,70,87,0.4985,70,1,0.4769,70,19,0.4524,70,128,0.4633,80,55,0.5498,70
487,Radiant,7096015789,53,0.3884,80,100,0.4532,80,106,0.4986,80,87,0.4985,80,46,0.4813,80,85,0.5333,80,137,0.478,80,10,0.4552,80,119,0.4978,80,76,0.492,80
488,Dire,7096009077,86,0.4871,70,102,0.5033,70,71,0.5155,70,63,0.4855,70,74,0.4702,70,29,0.4706,70,53,0.3884,70,69,0.4668,70,11,0.47,70,96,0.477,70
489,Dire,7096003315,39,0.5105,70,46,0.4813,70,14,0.4912,70,90,0.4996,70,45,0.5187,70,19,0.4524,70,101,0.5195,70,129,0.4292,70,72,0.465,70,11,0.47,70
490,Dire,7096001689,76,0.492,80,83,0.5051,80,86,0.4871,80,93,0.5257,80,16,0.4788,80,135,0.5041,80,75,0.5201,80,64,0.508,80,4,0.5148,80,74,0.4702,70
491,Dire,7095972196,101,0.5195,70,107,0.4963,70,14,0.4912,70,41,0.4934,70,106,0.4986,70,39,0.5105,70,119,0.4978,70,73,0.5131,70,6,0.479,70,93,0.5257,70
492,Dire,7095963800,53,0.3884,80,43,0.5069,80,107,0.4963,80,128,0.4633,80,106,0.4986,80,86,0.4871,80,49,0.4291,80,64,0.508,80,22,0.4587,80,4,0.5148,80
493,Dire,7095961091,69,0.4668,70,96,0.477,70,53,0.3884,70,51,0.476,70,35,0.4447,70,97,0.4886,70,21,0.5318,70,5,0.5139,70,73,0.5131,70,74,0.4702,70
494,Dire,7095957771,86,0.4871,80,74,0.4702,70,97,0.4886,70,83,0.5051,70,44,0.4469,70,50,0.448,80,114,0.488,70,32,0.5282,70,123,0.4535,70,96,0.477,70
495,Radiant,7095950774,11,0.47,80,85,0.5333,80,123,0.4535,80,1,0.4769,80,43,0.5069,80,69,0.4668,80,75,0.5201,80,128,0.4633,80,84,0.4835,80,104,0.5435,70
496,Dire,7095943730,106,0.4986,80,58,0.4366,80,87,0.4985,80,43,0.5069,80,90,0.4996,80,86,0.4871,80,49,0.4291,80,114,0.488,80,64,0.508,80,40,0.5192,80
497,Dire,7095927587,87,0.4985,70,21,0.5318,70,96,0.477,70,95,0.4754,70,49,0.4291,70,32,0.5282,70,86,0.4871,70,26,0.4536,70,93,0.5257,70,3,0.5108,70
498,Dire,7095916108,18,0.5174,70,86,0.4871,70,96,0.477,70,1,0.4769,70,105,0.5084,70,63,0.4855,70,71,0.5155,70,87,0.4985,70,120,0.5021,70,11,0.47,70
499,Radiant,7095910693,86,0.4871,80,114,0.488,70,1,0.4769,70,50,0.448,70,21,0.5318,70,19,0.4524,70,87,0.4985,70,43,0.5069,80,59,0.5025,70,32,0.5282,70
500,Dire,7095891842,85,0.5333,80,10,0.4552,80,11,0.47,80,71,0.5155,80,55,0.5498,80,135,0.5041,80,75,0.5201,80,69,0.4668,80,51,0.476,80,70,0.4654,70
501,Radiant,7095886536,37,0.5008,70,51,0.476,70,67,0.4781,70,22,0.4587,70,40,0.5192,70,21,0.5318,70,7,0.4996,70,64,0.508,70,1,0.4769,70,17,0.4825,70
502,Radiant,7095874315,43,0.5069,80,7,0.4996,80,9,0.5032,80,106,0.4986,70,113,0.5246,70,6,0.479,80,85,0.5333,80,86,0.4871,80,87,0.4985,70,55,0.5498,80
503,Radiant,7095871594,63,0.4855,70,71,0.5155,70,85,0.5333,70,86,0.4871,70,62,0.5393,70,97,0.4886,70,9,0.5032,70,104,0.5435,70,11,0.47,70,105,0.5084,70
504,Dire,7095845015,135,0.5041,70,27,0.4896,70,100,0.4532,70,89,0.5447,70,76,0.492,70,75,0.5201,70,112,0.534,70,53,0.3884,70,41,0.4934,70,36,0.4872,70
505,Radiant,7095841184,85,0.5333,80,49,0.4291,80,128,0.4633,80,11,0.47,80,70,0.4654,70,69,0.4668,80,64,0.508,80,98,0.4815,80,88,0.5006,80,54,0.4602,80
506,Radiant,7095834494,87,0.4985,70,32,0.5282,70,123,0.4535,70,135,0.5041,70,25,0.4054,70,86,0.4871,80,114,0.488,70,85,0.5333,70,6,0.479,70,71,0.5155,70
507,Dire,7095833996,19,0.4524,70,75,0.5201,70,71,0.5155,70,44,0.4469,70,35,0.4447,70,5,0.5139,70,96,0.477,70,110,0.4769,70,46,0.4813,70,52,0.4611,70
508,Dire,7095823362,85,0.5333,80,89,0.5447,80,9,0.5032,80,69,0.4668,70,19,0.4524,70,51,0.476,80,53,0.3884,80,87,0.4985,80,55,0.5498,70,86,0.4871,80
509,Radiant,7095813291,86,0.4871,70,21,0.5318,70,8,0.4656,70,62,0.5393,70,23,0.5076,70,100,0.4532,70,101,0.5195,70,129,0.4292,70,89,0.5447,70,35,0.4447,70
510,Radiant,7095798537,5,0.5139,70,71,0.5155,70,43,0.5069,70,109,0.4731,70,13,0.483,70,84,0.4835,70,86,0.4871,70,77,0.4987,70,114,0.488,70,66,0.5066,70
511,Dire,7095787652,86,0.4871,80,102,0.5033,70,123,0.4535,70,21,0.5318,70,63,0.4855,70,87,0.4985,70,114,0.488,70,17,0.4825,70,101,0.5195,70,6,0.479,70
512,Radiant,7095781904,76,0.492,80,6,0.479,80,86,0.4871,80,83,0.5051,80,104,0.5435,70,18,0.5174,80,128,0.4633,80,87,0.4985,80,47,0.4961,80,67,0.4781,80
513,Dire,7095779155,87,0.4985,70,7,0.4996,70,42,0.4442,70,9,0.5032,70,22,0.4587,70,121,0.4826,70,31,0.5104,70,129,0.4292,70,93,0.5257,70,45,0.5187,70
514,Radiant,7095771180,86,0.4871,80,135,0.5041,80,120,0.5021,80,128,0.4633,70,42,0.4442,70,5,0.5139,80,61,0.4745,80,100,0.4532,80,9,0.5032,70,41,0.4934,80
515,Radiant,7095762637,84,0.4835,70,43,0.5069,70,51,0.476,70,10,0.4552,70,30,0.4677,70,5,0.5139,70,69,0.4668,70,9,0.5032,70,6,0.479,70,106,0.4986,70
516,Radiant,7095755092,52,0.4611,70,101,0.5195,70,63,0.4855,70,64,0.508,70,100,0.4532,70,9,0.5032,70,31,0.5104,70,81,0.4813,70,49,0.4291,70,121,0.4826,70
517,Dire,7094676489,43,0.5069,70,19,0.4524,70,85,0.5333,70,126,0.4822,80,93,0.5257,70,87,0.4985,70,6,0.479,70,62,0.5393,70,74,0.4702,70,47,0.4961,70
518,Dire,7094671314,32,0.5282,80,71,0.5155,80,104,0.5435,80,64,0.508,80,41,0.4934,70,62,0.5393,80,9,0.5032,80,87,0.4985,80,95,0.4754,80,47,0.4961,80
519,Radiant,7094664083,51,0.476,70,75,0.5201,70,86,0.4871,70,32,0.5282,70,14,0.4912,70,5,0.5139,70,38,0.4791,70,58,0.4366,70,13,0.483,70,89,0.5447,73
520,Dire,7094635697,43,0.5069,80,51,0.476,80,5,0.5139,80,35,0.4447,80,13,0.483,80,87,0.4985,80,6,0.479,80,96,0.477,80,86,0.4871,80,22,0.4587,80
521,Radiant,7094633633,137,0.478,80,86,0.4871,80,1,0.4769,80,98,0.4815,70,33,0.4916,80,61,0.4745,70,85,0.5333,80,23,0.5076,80,128,0.4633,80,41,0.4934,80
522,Dire,7094623451,43,0.5069,70,100,0.4532,70,87,0.4985,70,59,0.5025,70,53,0.3884,70,86,0.4871,70,51,0.476,70,4,0.5148,70,126,0.4822,80,47,0.4961,70
523,Dire,7094618119,123,0.4535,70,87,0.4985,70,86,0.4871,70,71,0.5155,70,67,0.4781,70,100,0.4532,70,63,0.4855,70,28,0.4639,70,120,0.5021,70,10,0.4552,70
524,Radiant,7094589188,86,0.4871,70,20,0.4463,70,38,0.4791,70,27,0.4896,70,111,0.5348,70,100,0.4532,70,101,0.5195,70,129,0.4292,70,89,0.5447,70,35,0.4447,70
525,Dire,7094579094,64,0.508,80,70,0.4654,80,49,0.4291,80,9,0.5032,80,39,0.5105,80,2,0.5044,80,123,0.4535,80,31,0.5104,80,67,0.4781,80,100,0.4532,80
526,Radiant,7094575897,6,0.479,80,51,0.476,80,87,0.4985,80,40,0.5192,80,22,0.4587,80,43,0.5069,80,70,0.4654,80,5,0.5139,80,123,0.4535,80,98,0.4815,80
527,Radiant,7094570122,69,0.4668,70,100,0.4532,70,102,0.5033,70,9,0.5032,70,39,0.5105,70,62,0.5393,70,19,0.4524,70,43,0.5069,70,109,0.4731,70,35,0.4447,70
528,Dire,7094551627,21,0.5318,70,27,0.4896,70,31,0.5104,70,43,0.5069,70,1,0.4769,70,84,0.4835,70,20,0.4463,70,75,0.5201,70,9,0.5032,70,28,0.4639,70
529,Radiant,7094548311,86,0.4871,80,32,0.5282,70,91,0.4988,70,102,0.5033,70,55,0.5498,70,72,0.465,70,105,0.5084,80,136,0.4949,70,129,0.4292,72,21,0.5318,72
530,Radiant,7094527537,90,0.4996,70,3,0.5108,70,104,0.5435,70,67,0.4781,70,43,0.5069,70,85,0.5333,70,88,0.5006,70,71,0.5155,70,13,0.483,70,95,0.4754,70
531,Dire,7094525348,75,0.5201,80,76,0.492,80,7,0.4996,80,114,0.488,80,65,0.5134,80,119,0.4978,80,61,0.4745,80,32,0.5282,80,31,0.5104,80,70,0.4654,80
532,Dire,7094512865,9,0.5032,70,51,0.476,70,119,0.4978,70,30,0.4677,70,136,0.4949,70,5,0.5139,70,19,0.4524,70,128,0.4633,70,60,0.4776,70,101,0.5195,70
533,Dire,7094507863,62,0.5393,80,86,0.4871,70,123,0.4535,70,1,0.4769,70,98,0.4815,70,129,0.4292,80,14,0.4912,70,103,0.5634,72,105,0.5084,70,71,0.5155,72
534,Dire,7094495612,19,0.4524,80,128,0.4633,70,75,0.5201,80,93,0.5257,80,120,0.5021,80,58,0.4366,80,17,0.4825,80,29,0.4706,80,9,0.5032,70,80,0.4943,80
535,Dire,7094491836,119,0.4978,70,19,0.4524,70,137,0.478,70,75,0.5201,70,6,0.479,70,87,0.4985,70,105,0.5084,70,38,0.4791,70,59,0.5025,70,16,0.4788,70
536,Dire,7094474176,87,0.4985,80,19,0.4524,70,1,0.4769,70,77,0.4987,72,36,0.4872,72,86,0.4871,80,62,0.5393,70,123,0.4535,70,136,0.4949,70,120,0.5021,70
537,Radiant,7094473375,17,0.4825,70,75,0.5201,70,29,0.4706,70,35,0.4447,70,102,0.5033,70,86,0.4871,70,121,0.4826,70,81,0.4813,70,67,0.4781,70,52,0.4611,70
538,Radiant,7094466520,64,0.508,80,106,0.4986,80,101,0.5195,80,109,0.4731,80,2,0.5044,80,86,0.4871,80,31,0.5104,80,96,0.477,80,6,0.479,80,98,0.4815,80
539,Radiant,7094453259,43,0.5069,80,19,0.4524,80,87,0.4985,80,17,0.4825,80,12,0.5014,70,85,0.5333,80,10,0.4552,80,128,0.4633,70,100,0.4532,80,106,0.4986,80
540,Dire,7094448528,79,0.4948,70,97,0.4886,70,23,0.5076,70,19,0.4524,70,11,0.47,70,86,0.4871,70,5,0.5139,70,120,0.5021,70,69,0.4668,70,109,0.4731,70
541,Radiant,7094431591,87,0.4985,70,7,0.4996,70,135,0.5041,70,20,0.4463,70,17,0.4825,70,72,0.465,70,45,0.5187,70,97,0.4886,70,44,0.4469,70,5,0.5139,70
542,Radiant,7094415858,83,0.5051,70,72,0.465,70,16,0.4788,70,48,0.455,70,17,0.4825,70,107,0.4963,70,87,0.4985,70,69,0.4668,70,54,0.4602,70,76,0.492,70
543,Radiant,7094411475,87,0.4985,70,9,0.5032,70,1,0.4769,80,137,0.478,72,96,0.477,72,85,0.5333,80,53,0.3884,70,19,0.4524,70,6,0.479,80,59,0.5025,73
544,Radiant,7094406796,2,0.5044,80,64,0.508,80,119,0.4978,80,13,0.483,80,6,0.479,80,85,0.5333,80,93,0.5257,80,52,0.4611,80,86,0.4871,80,135,0.5041,80
545,Radiant,7094403536,87,0.4985,80,1,0.4769,80,29,0.4706,80,31,0.5104,80,23,0.5076,80,86,0.4871,70,64,0.508,70,11,0.47,70,38,0.4791,80,60,0.4776,70
546,Radiant,7094401069,30,0.4677,70,9,0.5032,70,20,0.4463,70,129,0.4292,70,26,0.4536,70,101,0.5195,70,71,0.5155,70,100,0.4532,70,10,0.4552,70,106,0.4986,70
