,winner,id,pick1,taxavitoria1,rank1,pick2,taxavitoria2,rank2,pick3,taxavitoria3,rank3,pick4,taxavitoria4,rank4,pick5,taxavitoria5,rank5,pick6,taxavitoria6,rank6,pick7,taxavitoria7,rank7,pick8,taxavitoria8,rank8,pick9,taxavitoria9,rank9,pick10,taxavitoria10,rank10
1094,dire,7091960378,32,52.82,80,86,48.71,70,71,51.55,70,70,46.54,70,137,47.8,70,87,49.85,80,96,47.699999999999996,70,101,51.949999999999996,80,19,45.24,70,73,51.31,70
1095,dire,7091888471,86,48.71,80,69,46.68,80,87,49.85,80,21,53.18000000000001,80,81,48.13,80,43,50.690000000000005,80,70,46.54,80,105,50.839999999999996,80,5,51.39,80,13,48.3,80
1096,radiant,7091886183,9,50.32,80,49,42.91,80,86,48.71,80,1,47.69,80,22,45.87,80,58,43.66,80,98,48.15,80,85,53.33,80,6,47.9,80,32,52.82,80
1097,dire,7091855568,92,49.87,70,75,52.01,70,51,47.599999999999994,70,25,40.54,80,60,47.760000000000005,70,86,48.71,80,77,49.87,70,83,50.51,70,52,46.11,70,67,47.81,70
1098,radiant,7091829682,69,46.68,70,20,44.629999999999995,70,30,46.77,70,42,44.42,70,39,51.05,70,5,51.39,70,114,48.8,70,15,44.85,70,21,53.18000000000001,70,10,45.519999999999996,70
1099,dire,7091815682,38,47.910000000000004,80,86,48.71,80,110,47.69,80,70,46.54,80,43,50.690000000000005,80,58,43.66,80,93,52.56999999999999,80,119,49.78,80,29,47.06,80,74,47.02,80
1100,dire,7091806551,4,51.480000000000004,70,92,49.87,70,5,51.39,70,96,47.699999999999996,80,47,49.61,70,43,50.690000000000005,70,106,49.86,70,87,49.85,80,19,45.24,70,54,46.02,70
1101,dire,7091774578,137,47.8,70,87,49.85,70,38,47.910000000000004,70,10,45.519999999999996,70,100,45.32,70,22,45.87,70,88,50.06,70,20,44.629999999999995,70,81,48.13,70,46,48.13,70
1102,radiant,7091762730,86,48.71,70,93,52.56999999999999,70,31,51.04,70,69,46.68,70,126,48.22,73,62,53.93,80,87,49.85,70,105,50.839999999999996,70,90,49.96,70,1,47.69,70
1103,dire,7091757520,38,47.910000000000004,70,93,52.56999999999999,80,91,49.88,70,19,45.24,70,102,50.33,70,92,49.87,70,2,50.44,70,75,52.01,70,51,47.599999999999994,80,137,47.8,70
1104,radiant,7091744982,87,49.85,80,38,47.910000000000004,80,31,51.04,80,59,50.24999999999999,80,93,52.56999999999999,80,86,48.71,80,14,49.120000000000005,80,64,50.8,70,69,46.68,80,35,44.47,80
1105,radiant,7091740685,100,45.32,70,64,50.8,70,6,47.9,70,121,48.26,70,49,42.91,70,71,51.55,70,31,51.04,70,128,46.33,70,41,49.34,70,22,45.87,70
1106,radiant,7091738790,53,38.84,80,103,56.34,80,87,49.85,80,22,45.87,80,77,49.87,80,86,48.71,80,65,51.339999999999996,80,19,45.24,80,33,49.16,80,46,48.13,80
1107,dire,7091724772,86,48.71,70,51,47.599999999999994,70,71,51.55,70,17,48.25,70,12,50.13999999999999,70,14,49.120000000000005,70,9,50.32,70,38,47.910000000000004,70,120,50.21,70,70,46.54,70
1108,radiant,7091711077,50,44.800000000000004,80,70,46.54,70,21,53.18000000000001,70,96,47.699999999999996,70,105,50.839999999999996,70,86,48.71,70,77,49.87,70,17,48.25,70,3,51.080000000000005,73,44,44.690000000000005,70
1109,radiant,7091693707,64,50.8,70,100,45.32,70,54,46.02,70,33,49.16,70,52,46.11,70,19,45.24,70,84,48.35,70,128,46.33,70,18,51.739999999999995,70,20,44.629999999999995,70
1110,dire,7091680990,137,47.8,80,87,49.85,80,58,43.66,70,89,54.47,80,74,47.02,80,114,48.8,80,59,50.24999999999999,80,70,46.54,80,31,51.04,80,38,47.910000000000004,80
1111,radiant,7091661738,9,50.32,70,19,45.24,70,11,47.0,80,135,50.41,70,17,48.25,70,87,49.85,80,69,46.68,80,58,43.66,70,41,49.34,80,106,49.86,80
1112,radiant,7091661394,100,45.32,70,75,52.01,70,54,46.02,70,39,51.05,70,28,46.39,70,21,53.18000000000001,70,86,48.71,70,106,49.86,70,43,50.690000000000005,70,93,52.56999999999999,70
1113,radiant,7091659794,123,45.35,70,62,53.93,70,41,49.34,70,128,46.33,70,106,49.86,70,100,45.32,70,4,51.480000000000004,70,87,49.85,70,70,46.54,70,50,44.800000000000004,70
1114,radiant,7091659649,86,48.71,70,77,49.87,70,13,48.3,70,87,49.85,70,14,49.120000000000005,73,50,44.800000000000004,80,32,52.82,70,123,45.35,70,136,49.49,70,71,51.55,70
1115,dire,7091637140,77,49.87,80,128,46.33,80,31,51.04,80,1,47.69,80,98,48.15,80,86,48.71,80,70,46.54,80,66,50.660000000000004,80,97,48.86,80,19,45.24,80
1116,dire,7091618922,21,53.18000000000001,70,50,44.800000000000004,70,25,40.54,70,49,42.91,70,52,46.11,70,7,49.96,70,20,44.629999999999995,70,85,53.33,70,11,47.0,70,65,51.339999999999996,70
1117,dire,7091615439,106,49.86,70,110,47.69,70,74,47.02,70,76,49.2,70,53,38.84,70,86,48.71,70,87,49.85,70,120,50.21,70,109,47.31,70,96,47.699999999999996,70
1118,dire,7091612752,85,53.33,70,17,48.25,70,119,49.78,80,109,47.31,73,61,47.449999999999996,70,102,50.33,70,87,49.85,70,59,50.24999999999999,70,62,53.93,70,32,52.82,70
1119,dire,7091612631,58,43.66,70,38,47.910000000000004,70,136,49.49,80,80,49.43,70,49,42.91,70,69,46.68,80,9,50.32,80,87,49.85,70,89,54.47,80,90,49.96,80
1120,dire,7091590906,19,45.24,70,111,53.480000000000004,70,9,50.32,70,70,46.54,70,43,50.690000000000005,70,64,50.8,70,51,47.599999999999994,70,97,48.86,70,44,44.690000000000005,70,74,47.02,70
1121,radiant,7091583274,49,42.91,80,86,48.71,80,64,50.8,80,77,49.87,80,81,48.13,80,85,53.33,80,43,50.690000000000005,80,35,44.47,80,19,45.24,80,129,42.92,80
1122,dire,7091573432,3,51.080000000000005,70,72,46.5,70,69,46.68,70,12,50.13999999999999,70,39,51.05,70,19,45.24,70,119,49.78,70,53,38.84,70,43,50.690000000000005,70,90,49.96,70
1123,radiant,7091562512,102,50.33,70,86,48.71,70,68,51.28,70,41,49.34,70,90,49.96,70,5,51.39,70,93,52.56999999999999,70,16,47.88,70,101,51.949999999999996,70,69,46.68,73
1124,dire,7091557727,87,49.85,70,72,46.5,70,41,49.34,70,96,47.699999999999996,70,13,48.3,70,64,50.8,70,19,45.24,70,21,53.18000000000001,70,81,48.13,70,103,56.34,70
1125,radiant,7091557701,9,50.32,70,69,46.68,70,123,45.35,80,89,54.47,70,39,51.05,70,87,49.85,80,38,47.910000000000004,80,10,45.519999999999996,70,86,48.71,80,120,50.21,80
1126,dire,7091530249,87,49.85,70,38,47.910000000000004,70,86,48.71,70,54,46.02,70,100,45.32,70,72,46.5,70,49,42.91,70,128,46.33,70,46,48.13,70,52,46.11,70
1127,dire,7091529203,135,50.41,70,30,46.77,70,58,43.66,70,44,44.690000000000005,70,106,49.86,70,27,48.96,70,31,51.04,70,11,47.0,70,39,51.05,70,46,48.13,70
1128,dire,7091516485,123,45.35,80,32,52.82,80,135,50.41,70,39,51.05,70,10,45.519999999999996,70,86,48.71,70,102,50.33,70,128,46.33,70,65,51.339999999999996,70,4,51.480000000000004,70
1129,radiant,7090464074,58,43.66,80,38,47.910000000000004,80,91,49.88,70,52,46.11,70,93,52.56999999999999,80,69,46.68,80,128,46.33,80,72,46.5,80,1,47.69,70,25,40.54,80
1130,radiant,7090450350,69,46.68,80,51,47.599999999999994,80,37,50.080000000000005,80,55,54.98,80,82,54.730000000000004,80,53,38.84,80,9,50.32,80,106,49.86,80,100,45.32,80,18,51.739999999999995,80
1131,dire,7090443401,137,47.8,80,9,50.32,80,91,49.88,80,11,47.0,80,69,46.68,80,53,38.84,80,51,47.599999999999994,80,52,46.11,80,119,49.78,80,70,46.54,80
1132,radiant,7090405204,87,49.85,70,96,47.699999999999996,80,123,45.35,70,1,47.69,80,65,51.339999999999996,70,86,48.71,70,77,49.87,80,100,45.32,72,46,48.13,72,83,50.51,70
1133,radiant,7090380824,38,47.910000000000004,80,58,43.66,80,103,56.34,80,54,46.02,80,22,45.87,80,87,49.85,80,6,47.9,80,137,47.8,80,83,50.51,80,28,46.39,80
1134,dire,7090376693,53,38.84,80,85,53.33,80,120,50.21,80,6,47.9,80,100,45.32,80,19,45.24,80,33,49.16,80,106,49.86,80,87,49.85,80,35,44.47,80
1135,dire,7090371418,58,43.66,80,120,50.21,80,29,47.06,70,123,45.35,70,73,51.31,80,38,47.910000000000004,80,128,46.33,80,5,51.39,80,32,52.82,70,54,46.02,80
1136,radiant,7090370066,71,51.55,70,62,53.93,70,87,49.85,70,4,51.480000000000004,70,76,49.2,70,114,48.8,70,86,48.71,70,43,50.690000000000005,70,46,48.13,70,11,47.0,70
1137,dire,7090340391,96,47.699999999999996,70,128,46.33,80,101,51.949999999999996,70,70,46.54,72,5,51.39,72,87,49.85,70,106,49.86,80,86,48.71,80,62,53.93,70,54,46.02,70
1138,dire,7090329293,101,51.949999999999996,70,129,42.92,70,31,51.04,70,76,49.2,70,1,47.69,70,27,48.96,70,45,51.870000000000005,70,39,51.05,70,42,44.42,70,46,48.13,70
1139,dire,7090309520,114,48.8,70,86,48.71,70,43,50.690000000000005,70,120,50.21,70,54,46.02,70,83,50.51,70,96,47.699999999999996,70,119,49.78,70,106,49.86,70,6,47.9,70
1140,radiant,7090296394,86,48.71,70,27,48.96,70,51,47.599999999999994,70,67,47.81,70,43,50.690000000000005,70,111,53.480000000000004,70,19,45.24,70,96,47.699999999999996,70,54,46.02,70,22,45.87,70
1141,dire,7090283777,53,38.84,80,60,47.760000000000005,80,86,48.71,80,7,49.96,80,120,50.21,80,38,47.910000000000004,80,58,43.66,80,128,46.33,80,46,48.13,80,4,51.480000000000004,80
1142,dire,7090283233,101,51.949999999999996,80,49,42.91,70,5,51.39,70,53,38.84,70,19,45.24,70,58,43.66,70,93,52.56999999999999,80,86,48.71,70,43,50.690000000000005,80,29,47.06,70
1143,dire,7090278536,58,43.66,80,120,50.21,70,46,48.13,80,51,47.599999999999994,80,90,49.96,80,69,46.68,80,9,50.32,80,98,48.15,70,49,42.91,80,41,49.34,80
1144,radiant,7090269663,86,48.71,70,76,49.2,80,9,50.32,80,98,48.15,80,60,47.760000000000005,80,51,47.599999999999994,80,77,49.87,80,6,47.9,80,123,45.35,80,100,45.32,80
1145,radiant,7090265209,86,48.71,70,50,44.800000000000004,70,137,47.8,70,17,48.25,70,63,48.55,70,5,51.39,70,30,46.77,70,43,50.690000000000005,70,120,50.21,70,114,48.8,70
1146,dire,7090261316,9,50.32,70,135,50.41,70,121,48.26,70,44,44.690000000000005,70,52,46.11,70,75,52.01,70,21,53.18000000000001,70,54,46.02,70,49,42.91,70,126,48.22,70
1147,radiant,7090236019,87,49.85,70,128,46.33,80,86,48.71,70,102,50.33,80,67,47.81,70,101,51.949999999999996,70,49,42.91,70,64,50.8,70,19,45.24,70,44,44.690000000000005,80
1148,radiant,7090235373,128,46.33,80,114,48.8,80,137,47.8,70,123,45.35,80,17,48.25,80,98,48.15,80,87,49.85,70,19,45.24,80,95,47.54,80,121,48.26,80
1149,radiant,7090229349,5,51.39,70,8,46.56,70,97,48.86,70,22,45.87,70,16,47.88,70,9,50.32,70,58,43.66,70,100,45.32,70,7,49.96,70,95,47.54,70
1150,dire,7090228317,53,38.84,80,89,54.47,80,100,45.32,80,87,49.85,80,17,48.25,80,136,49.49,80,92,49.87,80,48,45.5,80,106,49.86,80,14,49.120000000000005,80
1151,dire,7090223691,137,47.8,80,85,53.33,80,114,48.8,80,102,50.33,80,101,51.949999999999996,80,86,48.71,70,106,49.86,80,97,48.86,80,64,50.8,80,10,45.519999999999996,80
1152,radiant,7090217024,119,49.78,70,71,51.55,70,22,45.87,70,86,48.71,70,73,51.31,70,100,45.32,70,128,46.33,70,81,48.13,70,120,50.21,70,42,44.42,70
1153,radiant,7090198005,86,48.71,70,6,47.9,70,38,47.910000000000004,70,64,50.8,70,74,47.02,80,83,50.51,70,43,50.690000000000005,80,100,45.32,80,35,44.47,70,120,50.21,70
1154,radiant,7090194898,86,48.71,70,135,50.41,70,5,51.39,70,6,47.9,70,76,49.2,70,128,46.33,70,11,47.0,70,87,49.85,70,18,51.739999999999995,70,35,44.47,70
1155,radiant,7090178207,58,43.66,70,128,46.33,70,96,47.699999999999996,70,48,45.5,70,76,49.2,70,10,45.519999999999996,70,71,51.55,70,21,53.18000000000001,70,85,53.33,70,17,48.25,70
1156,dire,7090177001,7,49.96,80,98,48.15,80,51,47.599999999999994,70,11,47.0,80,39,51.05,80,58,43.66,80,69,46.68,70,100,45.32,80,46,48.13,80,120,50.21,80
1157,radiant,7090174041,53,38.84,80,51,47.599999999999994,80,110,47.69,80,52,46.11,80,4,51.480000000000004,80,19,45.24,80,69,46.68,80,137,47.8,80,121,48.26,80,6,47.9,80
1158,dire,7090159440,21,53.18000000000001,70,87,49.85,70,93,52.56999999999999,70,7,49.96,70,45,51.870000000000005,70,30,46.77,70,128,46.33,70,100,45.32,70,46,48.13,70,71,51.55,70
1159,radiant,7090142424,62,53.93,70,86,48.71,70,22,45.87,70,95,47.54,70,71,51.55,70,135,50.41,70,5,51.39,70,35,44.47,70,60,47.760000000000005,70,59,50.24999999999999,70
1160,dire,7090138990,19,45.24,80,55,54.98,80,106,49.86,80,9,50.32,80,82,54.730000000000004,80,53,38.84,80,51,47.599999999999994,80,75,52.01,80,114,48.8,80,69,46.68,80
1161,dire,7090136993,61,47.449999999999996,80,87,49.85,80,106,49.86,80,50,44.800000000000004,80,80,49.43,80,5,51.39,80,17,48.25,80,19,45.24,80,93,52.56999999999999,80,29,47.06,80
1162,dire,7090129218,9,50.32,70,111,53.480000000000004,70,96,47.699999999999996,70,93,52.56999999999999,70,39,51.05,70,21,53.18000000000001,70,31,51.04,70,129,42.92,70,10,45.519999999999996,70,106,49.86,70
1163,radiant,7090106041,38,47.910000000000004,80,9,50.32,80,91,49.88,80,70,46.54,80,19,45.24,80,86,48.71,80,98,48.15,80,75,52.01,80,106,49.86,80,60,47.760000000000005,80
1164,radiant,7090104798,19,45.24,80,11,47.0,80,51,47.599999999999994,80,90,49.96,80,55,54.98,80,69,46.68,80,114,48.8,80,58,43.66,80,10,45.519999999999996,80,39,51.05,80
1165,radiant,7090102940,123,45.35,70,37,50.080000000000005,70,98,48.15,70,46,48.13,70,128,46.33,70,84,48.35,70,54,46.02,70,7,49.96,70,104,54.35,70,13,48.3,70
1166,dire,7090099453,64,50.8,70,9,50.32,70,135,50.41,70,48,45.5,70,100,45.32,70,31,51.04,70,101,51.949999999999996,70,32,52.82,70,44,44.690000000000005,70,13,48.3,70
1167,dire,7090073518,84,48.35,70,44,44.690000000000005,70,17,48.25,70,28,46.39,70,21,53.18000000000001,70,123,45.35,70,37,50.080000000000005,70,2,50.44,70,1,47.69,70,128,46.33,70
1168,radiant,7090072033,87,49.85,70,129,42.92,70,79,49.480000000000004,70,11,47.0,70,22,45.87,70,19,45.24,70,101,51.949999999999996,70,49,42.91,70,41,49.34,70,123,45.35,70
1169,dire,7090067812,61,47.449999999999996,80,86,48.71,80,106,49.86,80,75,52.01,80,10,45.519999999999996,80,5,51.39,80,98,48.15,80,17,48.25,80,88,50.06,80,73,51.31,80
1170,dire,7090034088,43,50.690000000000005,80,137,47.8,80,128,46.33,80,98,48.15,70,70,46.54,80,53,38.84,80,51,47.599999999999994,80,9,50.32,80,106,49.86,80,69,46.68,80
1171,radiant,7089998206,87,49.85,80,120,50.21,80,51,47.599999999999994,80,10,45.519999999999996,70,98,48.15,80,100,45.32,80,106,49.86,80,85,53.33,80,6,47.9,80,108,50.67,80
1172,dire,7089965921,87,49.85,80,106,49.86,80,128,46.33,80,89,54.47,70,77,49.87,80,100,45.32,80,11,47.0,80,75,52.01,80,30,46.77,80,4,51.480000000000004,80
1173,radiant,7089944331,105,50.839999999999996,70,137,47.8,70,53,38.84,70,58,43.66,70,120,50.21,70,64,50.8,70,86,48.71,70,49,42.91,70,81,48.13,70,25,40.54,70
1174,radiant,7089942988,9,50.32,80,98,48.15,80,32,52.82,80,80,49.43,80,8,46.56,80,106,49.86,80,87,49.85,80,55,54.98,80,51,47.599999999999994,70,109,47.31,80
1175,radiant,7089924345,85,53.33,70,20,44.629999999999995,70,8,46.56,70,25,40.54,70,69,46.68,70,86,48.71,70,128,46.33,70,110,47.69,70,120,50.21,70,114,48.8,70
1176,dire,7089904171,49,42.91,80,9,50.32,70,31,51.04,70,98,48.15,80,73,51.31,80,106,49.86,80,102,50.33,70,128,46.33,80,51,47.599999999999994,80,48,45.5,80
1177,radiant,7089901225,86,48.71,70,110,47.69,70,137,47.8,70,85,53.33,70,56,51.83,70,128,46.33,70,87,49.85,70,81,48.13,70,13,48.3,70,98,48.15,70
1178,radiant,7089898234,37,50.080000000000005,70,35,44.47,70,52,46.11,70,98,48.15,70,26,45.36,70,100,45.32,70,128,46.33,70,86,48.71,70,5,51.39,70,10,45.519999999999996,70
1179,radiant,7089893324,31,51.04,70,6,47.9,70,11,47.0,70,2,50.44,70,105,50.839999999999996,70,100,45.32,70,33,49.16,70,137,47.8,70,30,46.77,70,48,45.5,70
1180,dire,7089874888,14,49.120000000000005,70,86,48.71,70,84,48.35,70,109,47.31,70,76,49.2,70,49,42.91,70,26,45.36,70,98,48.15,70,30,46.77,70,95,47.54,70
1181,dire,7089872179,14,49.120000000000005,70,123,45.35,70,120,50.21,70,26,45.36,70,10,45.519999999999996,70,30,46.77,70,83,50.51,70,80,49.43,70,97,48.86,70,52,46.11,70
1182,radiant,7089869828,123,45.35,70,128,46.33,70,85,53.33,70,54,46.02,70,35,44.47,70,87,49.85,70,21,53.18000000000001,70,137,47.8,70,95,47.54,70,10,45.519999999999996,70
1183,radiant,7089842643,26,45.36,80,38,47.910000000000004,80,83,50.51,80,46,48.13,80,52,46.11,80,114,48.8,80,120,50.21,80,9,50.32,70,29,47.06,80,89,54.47,70
1184,dire,7089836887,64,50.8,70,86,48.71,70,49,42.91,70,54,46.02,70,32,52.82,70,43,50.690000000000005,70,123,45.35,70,85,53.33,70,137,47.8,70,95,47.54,70
1185,dire,7089788265,22,45.87,70,129,42.92,70,109,47.31,70,5,51.39,70,19,45.24,70,91,49.88,70,136,49.49,70,51,47.599999999999994,70,13,48.3,70,47,49.61,70
1186,dire,7089775308,9,50.32,80,51,47.599999999999994,80,53,38.84,80,49,42.91,80,81,48.13,80,86,48.71,80,69,46.68,80,106,49.86,80,119,49.78,80,10,45.519999999999996,80
1187,radiant,7089760943,51,47.599999999999994,80,87,49.85,80,13,48.3,80,70,46.54,70,92,49.87,80,83,50.51,80,120,50.21,80,26,45.36,80,96,47.699999999999996,80,95,47.54,80
1188,radiant,7089734225,135,50.41,70,107,49.63,70,86,48.71,70,6,47.9,70,87,49.85,70,62,53.93,70,7,49.96,70,64,50.8,70,70,46.54,70,21,53.18000000000001,70
1189,radiant,7088961126,137,47.8,80,53,38.84,80,75,52.01,70,10,45.519999999999996,80,19,45.24,80,86,48.71,80,106,49.86,80,71,51.55,80,95,47.54,80,77,49.87,80
1190,dire,7088950328,137,47.8,80,65,51.339999999999996,70,86,48.71,80,57,50.870000000000005,80,93,52.56999999999999,80,19,45.24,80,110,47.69,80,106,49.86,80,10,45.519999999999996,80,92,49.87,80
1191,radiant,7088938802,98,48.15,70,85,53.33,70,86,48.71,70,46,48.13,70,120,50.21,70,87,49.85,73,96,47.699999999999996,70,101,51.949999999999996,70,39,51.05,70,94,54.300000000000004,70
1192,dire,7088935831,105,50.839999999999996,70,90,49.96,70,43,50.690000000000005,70,11,47.0,70,51,47.599999999999994,70,72,46.5,70,106,49.86,70,28,46.39,70,35,44.47,70,100,45.32,70
1193,dire,7088897650,86,48.71,70,7,49.96,70,64,50.8,70,48,45.5,70,17,48.25,70,135,50.41,70,85,53.33,70,129,42.92,70,41,49.34,70,65,51.339999999999996,70
1194,radiant,7088878244,87,49.85,80,38,47.910000000000004,80,136,49.49,80,98,48.15,80,80,49.43,80,85,53.33,80,53,38.84,70,106,49.86,80,26,45.36,80,69,46.68,80
1195,dire,7088860586,96,47.699999999999996,80,101,51.949999999999996,73,5,51.39,70,4,51.480000000000004,70,13,48.3,70,87,49.85,70,137,47.8,70,43,50.690000000000005,70,100,45.32,70,114,48.8,70
1196,radiant,7088858607,58,43.66,80,38,47.910000000000004,80,86,48.71,80,109,47.31,80,13,48.3,80,43,50.690000000000005,70,70,46.54,80,5,51.39,80,9,50.32,80,96,47.699999999999996,70
1197,radiant,7088858126,75,52.01,70,19,45.24,70,2,50.44,70,44,44.690000000000005,70,21,53.18000000000001,70,43,50.690000000000005,70,26,45.36,70,38,47.910000000000004,70,128,46.33,70,10,45.519999999999996,70
1198,dire,7088830792,86,48.71,70,64,50.8,70,93,52.56999999999999,70,38,47.910000000000004,70,98,48.15,70,100,45.32,70,87,49.85,70,49,42.91,70,4,51.480000000000004,70,123,45.35,70
1199,dire,7088792057,5,51.39,70,100,45.32,70,77,49.87,70,42,44.42,70,39,51.05,70,123,45.35,70,86,48.71,70,96,47.699999999999996,70,18,51.739999999999995,70,35,44.47,70
1200,radiant,7088783849,86,48.71,70,43,50.690000000000005,70,64,50.8,70,1,47.69,80,65,51.339999999999996,70,96,47.699999999999996,80,101,51.949999999999996,70,50,44.800000000000004,70,32,52.82,70,44,44.690000000000005,70
1201,dire,7088773659,38,47.910000000000004,80,86,48.71,80,100,45.32,80,76,49.2,80,53,38.84,80,69,46.68,80,103,56.34,80,106,49.86,80,9,50.32,80,6,47.9,80
1202,dire,7088742878,86,48.71,80,17,48.25,80,37,50.080000000000005,80,28,46.39,80,6,47.9,80,43,50.690000000000005,80,87,49.85,70,1,47.69,80,7,49.96,80,29,47.06,70
1203,radiant,7088732706,86,48.71,70,87,49.85,70,53,38.84,70,48,45.5,70,25,40.54,70,100,45.32,70,63,48.55,70,69,46.68,70,89,54.47,70,39,51.05,70
1204,dire,7088730021,87,49.85,80,54,46.02,70,43,50.690000000000005,70,19,45.24,70,25,40.54,70,96,47.699999999999996,70,101,51.949999999999996,70,123,45.35,70,4,51.480000000000004,70,23,50.760000000000005,80
1205,dire,7088695913,69,46.68,80,5,51.39,80,128,46.33,80,46,48.13,80,108,50.67,80,9,50.32,80,77,49.87,80,120,50.21,80,26,45.36,80,81,48.13,80
1206,dire,7088662885,87,49.85,70,38,47.910000000000004,80,9,50.32,80,106,49.86,80,54,46.02,70,86,48.71,80,58,43.66,80,17,48.25,80,69,46.68,80,81,48.13,80
1207,radiant,7088653751,100,45.32,70,69,46.68,70,93,52.56999999999999,70,87,49.85,70,120,50.21,70,86,48.71,70,102,50.33,70,96,47.699999999999996,70,109,47.31,70,13,48.3,70
1208,dire,7088631903,87,49.85,80,128,46.33,80,93,52.56999999999999,70,19,45.24,70,76,49.2,70,96,47.699999999999996,80,100,45.32,70,123,45.35,70,4,51.480000000000004,70,45,51.870000000000005,70
1209,dire,7088602409,9,50.32,80,61,47.449999999999996,80,27,48.96,80,70,46.54,80,11,47.0,80,58,43.66,80,69,46.68,80,114,48.8,80,87,49.85,80,106,49.86,80
1210,radiant,7088587716,71,51.55,70,21,53.18000000000001,70,5,51.39,70,22,45.87,70,35,44.47,70,86,48.71,70,30,46.77,70,69,46.68,70,49,42.91,70,11,47.0,70
1211,dire,7088542141,86,48.71,70,114,48.8,70,71,51.55,70,11,47.0,70,49,42.91,70,22,45.87,70,21,53.18000000000001,70,5,51.39,70,103,56.34,70,93,52.56999999999999,70
1212,dire,7088504529,21,53.18000000000001,70,5,51.39,70,22,45.87,70,81,48.13,70,6,47.9,70,43,50.690000000000005,70,14,49.120000000000005,70,87,49.85,70,48,45.5,70,120,50.21,70
1213,dire,7088470969,84,48.35,70,63,48.55,70,71,51.55,70,39,51.05,70,35,44.47,70,37,50.080000000000005,70,107,49.63,70,49,42.91,70,54,46.02,70,23,50.760000000000005,70
1214,dire,7088469371,9,50.32,80,29,47.06,80,128,46.33,70,81,48.13,80,106,49.86,80,48,45.5,80,92,49.87,80,136,49.49,70,85,53.33,80,17,48.25,80
1215,dire,7088431610,30,46.77,70,107,49.63,70,28,46.39,70,63,48.55,70,32,52.82,70,5,51.39,70,39,51.05,70,72,46.5,70,71,51.55,70,44,44.690000000000005,70
1216,dire,7088424139,100,45.32,80,128,46.33,80,20,44.629999999999995,70,35,44.47,80,19,45.24,80,137,47.8,80,9,50.32,80,58,43.66,70,17,48.25,80,95,47.54,80
1217,dire,7088392290,53,38.84,80,32,52.82,80,57,50.870000000000005,80,19,45.24,80,15,44.85,80,9,50.32,80,120,50.21,80,64,50.8,80,29,47.06,80,81,48.13,80
1218,dire,7088389546,84,48.35,70,19,45.24,70,63,48.55,70,71,51.55,70,67,47.81,70,86,48.71,70,96,47.699999999999996,70,121,48.26,70,18,51.739999999999995,70,23,50.760000000000005,70
1219,radiant,7088347027,38,47.910000000000004,80,86,48.71,80,9,50.32,80,46,48.13,80,100,45.32,80,85,53.33,80,11,47.0,80,101,51.949999999999996,80,96,47.699999999999996,80,106,49.86,80
1220,radiant,7088315945,100,45.32,80,58,43.66,80,120,50.21,80,109,47.31,70,17,48.25,80,52,46.11,80,98,48.15,80,102,50.33,80,86,48.71,80,70,46.54,80
1221,dire,7088302769,87,49.85,80,60,47.760000000000005,80,58,43.66,80,106,49.86,80,33,49.16,80,9,50.32,80,77,49.87,80,85,53.33,80,43,50.690000000000005,80,11,47.0,80
1222,dire,7088284067,128,46.33,80,100,45.32,80,52,46.11,80,14,49.120000000000005,80,137,47.8,80,86,48.71,80,106,49.86,80,105,50.839999999999996,80,61,47.449999999999996,80,35,44.47,80
1223,radiant,7088279074,52,46.11,80,32,52.82,80,3,51.080000000000005,80,98,48.15,80,93,52.56999999999999,80,19,45.24,80,120,50.21,80,86,48.71,80,110,47.69,70,6,47.9,80
1224,dire,7088271756,38,47.910000000000004,80,120,50.21,80,75,52.01,80,100,45.32,80,41,49.34,80,128,46.33,70,105,50.839999999999996,80,101,51.949999999999996,80,93,52.56999999999999,80,13,48.3,80
1225,radiant,7088235933,5,51.39,80,19,45.24,80,53,38.84,80,106,49.86,80,72,46.5,80,100,45.32,80,120,50.21,80,136,49.49,80,86,48.71,80,33,49.16,80
1226,radiant,7088234689,51,47.599999999999994,80,52,46.11,80,58,43.66,80,41,49.34,70,106,49.86,80,128,46.33,80,98,48.15,80,85,53.33,80,39,51.05,80,81,48.13,80
1227,radiant,7088233773,86,48.71,70,137,47.8,80,101,51.949999999999996,80,89,54.47,80,29,47.06,80,128,46.33,80,23,50.760000000000005,80,92,49.87,80,106,49.86,80,18,51.739999999999995,80
1228,radiant,7088225853,85,53.33,80,73,51.31,80,47,49.61,80,100,45.32,80,108,50.67,80,105,50.839999999999996,80,106,49.86,80,83,50.51,70,90,49.96,80,74,47.02,80
1229,dire,7088200775,100,45.32,70,37,50.080000000000005,70,123,45.35,70,109,47.31,70,96,47.699999999999996,70,86,48.71,70,102,50.33,70,91,49.88,70,20,44.629999999999995,70,120,50.21,70
1230,dire,7088173135,43,50.690000000000005,80,137,47.8,80,51,47.599999999999994,80,34,54.230000000000004,70,53,38.84,80,91,49.88,80,4,51.480000000000004,80,30,46.77,80,100,45.32,80,14,49.120000000000005,80
1231,radiant,7088148565,106,49.86,80,87,49.85,80,51,47.599999999999994,80,46,48.13,70,135,50.41,80,114,48.8,80,33,49.16,80,13,48.3,70,128,46.33,80,48,45.5,70
1232,dire,7088142825,85,53.33,70,22,45.87,70,49,42.91,70,67,47.81,70,52,46.11,70,27,48.96,70,119,49.78,70,48,45.5,70,106,49.86,70,97,48.86,70
